3.000000	2.547708
3.000000	2.838402
4.000000	3.255990
2.000000	2.723255
4.000000	3.337502
4.000000	2.701632
4.000000	3.573886
3.000000	2.869041
2.000000	2.425401
1.000000	1.915413
2.000000	2.481220
3.000000	2.686200
3.000000	3.088655
3.000000	2.680282
2.000000	2.893232
3.000000	2.670671
3.000000	2.442008
4.000000	3.347721
3.000000	2.796657
3.000000	2.682865
4.000000	2.710767
2.000000	3.078262
3.000000	2.850557
4.000000	2.984086
3.000000	2.529822
3.000000	2.581722
3.000000	2.877941
3.000000	2.813067
2.000000	2.712288
3.000000	2.021305
3.000000	2.651556
4.000000	3.339347
4.000000	3.443878
4.000000	3.554509
3.000000	3.273347
3.000000	2.609745
3.000000	2.617461
3.000000	2.794782
4.000000	2.504800
1.000000	2.471780
1.000000	0.407492
3.000000	2.863952
3.000000	2.582006
3.000000	2.840512
3.000000	2.759874
3.000000	2.736575
3.000000	2.715671
3.000000	2.755148
3.000000	2.719451
3.000000	2.613057
4.000000	2.620950
1.000000	1.936112
4.000000	3.570047
3.000000	2.567939
3.000000	2.952219
3.000000	3.112455
3.000000	2.641389
3.000000	2.940703
4.000000	3.306631
3.000000	2.770985
3.000000	3.397898
3.000000	3.614988
3.000000	2.903995
3.000000	2.584852
4.000000	3.454089
